Sr No.,Text,Emotion,StartTime,EndTime
8206,"Pheebs, wake up and smell the restraining order.",disgust,"00:16:34,868","00:16:37,954"
8207,What are you saying I should do?,neutral,"00:16:40,040","00:16:41,249"
8208,"I think, that if you really like this guy, you should just trust him.",neutral,"00:16:41,417","00:16:44,502"
8209,"Thank you, Monica.",joy,"00:16:44,670","00:16:45,920"
8210,"Orrr, you could follow him and see where he goes.",neutral,"00:16:46,088","00:16:48,673"
8211,"Oh, that's what I would do, forget mine.",surprise,"00:16:48,841","00:16:51,175"
8212,Hey guys check it out! My mom sent me the paper!,joy,"00:21:18,777","00:21:23,948"
8213,"Ooh, let’s see it!",joy,"00:21:20,070","00:21:23,948"
8216,She’s not crazy is she?,surprise,"0:08:03,065","0:08:04,233"
8217,No.,neutral,"0:08:04,233","0:08:05,248"
8218,"So uh, how you doin’?",neutral,"00:08:05,651","00:08:08,737"
8219,There he is!,joy,"0:05:49,265","0:05:50,187"
8220,There’s our star!,joy,"0:05:50,187","0:05:51,314"
8221,"So, so, what’d ya think?",neutral,"00:05:53,269","00:05:54,519"
8222,Almost as good as that play with the two naked girls on the see-saw.,joy,"00:05:54,687","00:05:58,648"
8223,I-I wasn’t in that.,sadness,"00:05:59,567","00:06:01,651"
8224,"Wow, I have the spirit of an old Indian women living in mine.",neutral,"00:04:49,080","00:04:52,666"
8225,So then you know?,joy,"00:04:53,918","00:04:54,960"
8226,"The mailman was downstairs, so I brought up your mail.",neutral,"00:04:58,298","00:05:00,549"
8227,"Oh, good. Thanks.",neutral,"0:05:00,717","0:05:01,969"
8228,Now what is Fabutec?,neutral,"0:05:01,969","0:05:03,939"
8229,"Okay, all right don’t judge me to much.",fear,"0:05:04,429","0:05:06,765"
8230,Okay?,neutral,"0:05:06,765","0:05:07,239"
8231,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",neutral,"00:05:07,348","00:05:15,230"
8232,"But there was this stuff on leg waxing, it just, it looked so amazing....",joy,"00:05:15,940","00:05:18,358"
8235,"Oh, it’s incredible! I so want to be a Waxine girl.",joy,"00:05:21,404","00:05:24,031"
8236,I know!!,joy,"00:05:24,198","00:05:25,449"
8237,God. Do think it really doesn’t hurt? ‘Cause how can they do that?,fear,"00:05:26,826","00:05:30,287"
8238,Hello! Organic substances recently discovered in the depths of the rain forest!,joy,"00:05:30,455","00:05:33,874"
8239,They have the best stuff in there.,neutral,"00:05:34,417","00:05:36,793"
8240,"Comin' through. Move, move.",anger,"00:10:37,720","00:10:40,055"
8241,"Oh, 'scuse me. I was kinda using that machine.",joy,"00:10:45,269","00:10:48,647"
8242,"Yeah, well, now you're kinda not.",disgust,"00:10:48,898","00:10:51,316"
8243,But I saved it. I put my basket on top.,anger,"00:10:52,526","00:10:55,403"
8244,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",anger,"00:10:55,655","00:11:01,368"
8245,What?,surprise,"00:11:03,913","00:11:04,954"
8246,"No suds, no save. Ok?",anger,"00:11:06,123","00:11:09,292"
8247,What's goin' on?,neutral,"00:11:12,171","00:11:13,630"
8248,"Hi, uh, nothing. That horrible woman just took my machine.",disgust,"00:11:13,839","00:11:17,592"
8249,Was your basket on top?,neutral,"00:11:17,885","00:11:19,344"
8250,"Yeah, but, there were no suds.",neutral,"0:11:19,595","0:11:20,888"
8251,So?,neutral,"0:11:20,888","0:11:21,868"
8252,"Well, you know, no suds, no save.",neutral,"00:11:22,056","00:11:23,556"
8253,"No suds? Excuse me, hold on a second.  That's my friend's machine.",anger,"00:11:23,808","00:11:29,979"
8254,"Hey, hey, hey, her stuff wasn't in it.",neutral,"00:11:30,231","00:11:32,399"
8255,"Hey, hey, hey, that's not the rule and you know it.",anger,"00:11:32,650","00:11:36,653"
8256,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,anger,"00:09:33,072","00:09:42,247"
8257,"Well, I think this is a great place to work!",joy,"00:09:42,832","00:09:46,001"
8258,"Ok, are they listening?",anger,"00:09:47,753","00:09:50,505"
8259,Varrrrrroom!,joy,"00:22:07,451","00:22:09,076"
8260,Hey!,joy,"0:22:11,246","0:22:11,708"
8261,Watch it lady!,anger,"0:22:11,708","0:22:13,764"
8262,Varrrrrrrrrrom!,joy,"00:22:14,249","00:22:15,583"
8263,Hey-hey good lookin’!,joy,"00:22:19,504","00:22:21,922"
8264,Varrrrrrrrroom.,joy,"00:22:26,678","00:22:28,012"
8265,"All right, I’ll leave.",sadness,"00:22:31,516","00:22:33,559"
8266,My bed’s so boring.,sadness,"00:22:33,727","00:22:35,978"
8267,Ross do you realise this is the first time in my life I’m doing something I actually care about.,anger,"00:12:08,060","00:12:15,442"
8268,This is the first time in my life I’m doing something that I’m actually good at.,anger,"00:12:12,314","00:12:15,442"
8269,I mean.,neutral,"0:12:15,609","0:12:15,921"
8270,if you don’t get that...,anger,"0:12:15,921","0:12:16,997"
8271,"No, hey, I get that, okay, I get that big time.",anger,"00:12:17,111","00:12:19,654"
8272,"And I’m happy for ya, but I’m tired of having a relationship with your answering machine!",anger,"00:12:17,111","00:12:22,323"
8273,"Okay, I don’t know what to do anymore.",sadness,"0:12:22,491","0:12:23,910"
8274,Well neither do I!,joy,"0:12:23,910","0:12:25,816"
8275,Hey!,anger,"00:00:02,794","00:00:04,586"
8276,"I’m sorry I’m late, did I miss anything?",neutral,"00:00:04,963","00:00:06,755"
8277,Joey stuffing 15,neutral,"00:00:07,007","00:00:09,675"
8278,15?  Your personal best! (Ross takes an,surprise,"00:00:12,262","00:00:16,015"
8279,Where were you?,neutral,"00:00:19,060","00:00:20,436"
8280,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",neutral,"00:00:20,729","00:00:24,440"
8281,"Oh, yeah! How did you meet her?",surprise,"0:00:24,733","0:00:26,155"
8282,"Oh, which museum?",neutral,"0:00:26,155","0:00:27,614"
8283,"No, answer his.",neutral,"00:00:27,944","00:00:29,862"
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",joy,"00:00:33,199","00:00:40,748"
8285,She was totally at my mercy.,joy,"00:00:36,786","00:00:40,748"
8286,Were you so late because you were burring this woman?,sadness,"00:00:40,957","00:00:44,251"
8287,"No, I’m getting back down ‘cause she lives in Poughkeepsie.",neutral,"00:00:44,669","00:00:47,046"
8288,"She seems really great, but she’s like totally great, but she lives two and a half hours away.",joy,"00:00:47,255","00:00:50,632"
8289,How can she be great if she’s from Poughkeepsie?  That joke would’ve killed in Albany.,anger,"00:00:50,884","00:00:57,806"
8290,"Done! I did it! Heh, who’s stupid now?",joy,"00:00:58,808","00:01:03,437"
8291,"No, there is no way! It can",joy,"00:07:28,531","00:07:31,825"
8292,Why is your family,neutral,"00:07:44,839","00:07:47,591"
8293,He cannot play at our wedding!,anger,"0:07:49,135","0:07:50,470"
8294,I mean everyone will leave!,anger,"0:07:50,470","0:07:52,318"
8295,"I mean come on, that is just noise!",anger,"00:07:52,430","00:07:55,307"
8296,It’s not even a song!,anger,"00:07:55,475","00:07:57,392"
8297,"If you listen very carefully, I think its",neutral,"00:07:57,977","00:08:01,188"
8298,"Oh, I want to look too! . Yikes!",surprise,"00:03:40,303","00:03:45,974"
8299,"So do you think that these pictures—Are, are they trying to tell a story?",neutral,"00:03:47,602","00:03:50,979"
8300,"Oh, yeah, sure.",neutral,"00:03:51,564","00:03:54,223"
8301,"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she’s crying out, ‘Where are they, where are they?’",neutral,"00:03:51,564","00:04:01,990"
8302,"Well, she’s not going to find them lying in the grass like that.",neutral,"00:04:03,243","00:04:06,620"
8303,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",joy,"00:04:09,165","00:04:16,713"
8304,Yeah.,neutral,"00:04:14,087","00:04:16,713"
8305,"You see, now, I would date this girl.",neutral,"00:04:20,385","00:04:23,512"
8306,"She’s cute, she’s outdoorsy, you know, and she knows how to build a fire.",neutral,"00:04:23,721","00:04:29,768"
8307,"I mean, that’s got to come in handy",neutral,"00:04:26,599","00:04:29,768"
8308,"Okay, I’ve got a question. If you had to pick one of us to date, who would it be?",neutral,"00:04:30,478","00:04:35,399"
8309,I don’t know.,neutral,"0:04:36,317","0:04:37,319"
8310,Me neither.,neutral,"0:04:37,319","0:04:38,003"
8311,Rachel.,neutral,"00:04:38,194","00:04:39,569"
8312,What?!,surprise,"00:04:40,697","00:04:41,738"
8313,I don’t know.  Me neither.,neutral,"00:04:43,283","00:04:47,286"
8314,"Look, I wanted to tell I’m-I’m sorry you lost.",sadness,"00:20:59,758","00:21:02,510"
8315,"Listen, I’ve got a secret for ya. I let him win.",neutral,"00:21:02,678","00:21:06,472"
8316,Is that a secret or a lie.,anger,"00:21:06,640","00:21:09,850"
8317,"No, I let him win—Ross!",neutral,"0:21:10,018","0:21:12,104"
8318,Yeah?,surprise,"0:21:12,104","0:21:12,412"
8319,Would you tell her I let you win please?,anger,"00:21:12,521","00:21:14,730"
8320,Oh. Yeah.  Uh Chandler,neutral,"00:21:14,898","00:21:18,150"
8321,I am strong! I’ll show you!,anger,"00:21:26,201","00:21:29,120"
8322,Chandler please!,disgust,"00:21:29,288","00:21:30,913"
8323,Oh what’s the matter? Are you scared?,anger,"00:21:31,081","00:21:32,999"
8324,Let’s go big bunny!,anger,"00:21:34,001","00:21:35,584"
8325,Okay. 1…2…3—Go!   I’m gonna kill myself!,neutral,"00:21:45,387","00:21:54,020"
8326,"Hey Ross, is uh, is Staten Island really an island?",neutral,"00:02:38,032","00:02:41,118"
8327,"Uh-huh, that's why they call it Staten",surprise,"00:02:41,286","00:02:45,080"
8328,Ohhh. I thought it was like Long Island.,surprise,"00:02:45,456","00:02:48,292"
8329,Also an island.,neutral,"00:02:53,798","00:02:55,215"
8330,"Hey, what time is it?",neutral,"0:02:57,051","0:02:57,927"
8331,2:17,neutral,"0:02:57,927","0:02:59,104"
8332,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",surprise,"00:02:59,971","00:03:03,807"
8333,Are you serious?!,surprise,"00:03:04,434","00:03:05,475"
8334,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,neutral,"00:03:05,643","00:03:10,856"
8335,Wow! We are pretty good at this! Hey! We totally forgot about lunch!,surprise,"00:03:11,065","00:03:16,653"
8336,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",anger,"00:03:18,239","00:03:23,243"
8337,"Hey, you guys",neutral,"0:03:27,790","0:03:28,750"
8338,Hey!,joy,"0:03:28,750","0:03:29,932"
8339,Who is it?,neutral,"00:16:15,557","00:16:16,599"
8340,It’s Phoebe! Phoebe!,joy,"00:16:16,809","00:16:20,853"
8341,Hey!,joy,"00:16:21,855","00:16:24,315"
8342,Oh God. So-so you’re making porn movies.,surprise,"00:16:21,855","00:16:30,446"
8343,No I’m not.,anger,"00:16:26,860","00:16:30,446"
8344,You’re making one right now!,anger,"00:16:33,033","00:16:34,784"
8345,And-,neutral,"00:16:35,577","00:16:38,913"
8346,"Yeah, can I help you with something?",neutral,"00:16:39,123","00:16:41,040"
8347,"Look, I’m talking right now! You’re—you mean her.",joy,"00:16:43,585","00:16:47,755"
8348,"Y’know, twin stuff is always a real big seller.",neutral,"00:16:47,923","00:16:51,342"
8349,What?!,surprise,"00:16:51,510","00:16:53,052"
8350,"Yeah, I can talk them into giving you like, 30 dollars.",neutral,"00:16:53,262","00:16:57,765"
8351,No!!,disgust,"0:16:59,810","0:17:01,938"
8354,And stop using my name!,anger,"0:17:02,187","0:17:03,999"
8355,And shame on you!,disgust,"0:17:03,999","0:17:05,495"
8356,And shame on all of you!,disgust,"0:17:05,607","0:17:07,026"
8357,You’re disgusting!,disgust,"0:17:07,026","0:17:08,356"
8358,Especially you  with that!,disgust,"00:17:08,444","00:17:10,611"
8359,Hey!,joy,"0:12:48,559","0:12:49,281"
8360,Hi Pheebs!,joy,"0:12:49,281","0:12:50,565"
8361,Are you moving out?,neutral,"00:12:50,936","00:12:51,978"
8362,"No, these aren't all my suitcases.  This one's Paolo's.",neutral,"00:12:52,146","00:12:56,107"
8363,"Um, um, Rachel can we talk for a sec?",neutral,"00:12:56,275","00:13:01,571"
8364,"Well, sure...just a sec, though, 'cause Paolo's on his way over.",neutral,"00:13:02,281","00:13:06,785"
8365,"Oh!  Ok, um, ok, um,",fear,"00:13:07,828","00:13:13,416"
8366,"Oh, Pheebs, Pheebs...",joy,"00:13:14,502","00:13:15,585"
8367,"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",neutral,"00:13:16,420","00:13:24,177"
8368,"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",neutral,"00:13:24,720","00:13:35,480"
8369,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",surprise,"00:13:38,359","00:13:51,329"
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",neutral,"00:13:51,497","00:13:55,416"
8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",surprise,"00:14:01,090","00:14:05,635"
8372,Which proves that I never lie.,neutral,"0:14:05,803","0:14:07,535"
8373,I guess you don't.,neutral,"0:14:07,535","0:14:09,601"
8374,Paolo made a pass at me.,sadness,"00:14:09,974","00:14:11,307"
8375,"I’m so sorry. Please, stop freaking out.",fear,"0:19:51,315","0:19:53,997"
8376,I’m not freaking out.,neutral,"0:19:53,997","0:19:54,281"
8377,Why would I be freaking out?,neutral,"00:19:59,114","00:20:00,573"
8378,"A woman named Heldi called and said we were getting married, but that happens everyday.",neutral,"00:20:00,741","00:20:05,411"
8379,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",anger,"00:20:08,415","00:20:13,711"
8380,"I mean, what’s the harm in that?",neutral,"0:20:13,879","0:20:15,131"
8381,Right here!,sadness,"0:20:15,131","0:20:15,757"
8382,"Chandler, please don’t think I was trying to pressure you. Phoebe and Rachel",anger,"00:20:18,926","00:20:24,055"
8383,Phoebe and Rachel!,anger,"00:20:21,803","00:20:24,055"
8384,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sadness,"00:20:24,223","00:20:32,313"
8385,"It was a mistake. Please don’t take this to mean anything, because it doesn’t.",sadness,"00:20:36,860","00:20:42,156"
8386,Okay.,neutral,"00:20:44,910","00:20:46,327"
8387,Really?,joy,"00:20:46,912","00:20:48,412"
8388,"Yes, if it really doesn’t mean anything, because you know that I’m just not ready",neutral,"00:20:48,997","00:20:52,500"
8389,I know! I know.,neutral,"00:20:52,668","00:20:55,753"
8390,Okay.,neutral,"00:20:56,255","00:20:57,546"
8391,I’m gonna go tell Joey that  that you’re back. I was really worried about you.,anger,"00:20:59,508","00:21:04,679"
8392,"Hey, did she buy it?",neutral,"0:21:10,185","0:21:11,787"
8393,Totally.,neutral,"0:21:11,787","0:21:13,237"
8394,So did Heldi show you the place?,neutral,"0:21:13,605","0:21:15,107"
8395,"Yeah, it’s beautiful.",neutral,"0:21:15,107","0:21:17,594"
8396,I can’t believe you’re gonna ask Monica to marry you!,joy,"00:21:18,443","00:21:20,861"
8397,I know.,neutral,"00:21:21,280","00:21:22,321"
8400,"Okay look, I have an idea.",neutral,"00:06:08,242","00:06:09,576"
8401,"Why don’t we, why don’t we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",neutral,"00:06:09,786","00:06:16,792"
8402,And then whoever does gets the phone.,neutral,"00:06:16,959","00:06:18,877"
8406,"All right, first name on the speed dial is mom.",neutral,"00:06:19,545","00:06:25,884"
8407,"Ohh, I lost my mom to suicide.",sadness,"00:06:26,052","00:06:28,929"
8408,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sadness,"00:06:29,097","00:06:36,144"
8409,Did I use that already today? I’m sorry.,sadness,"00:06:33,226","00:06:36,144"
8412,Joe.,neutral,"0:06:37,230","0:06:40,612"
8419,"Oh, I win! He’s got",joy,"00:06:40,858","00:06:43,860"
8420,So you don’t know that’s,neutral,"00:06:44,028","00:06:46,363"
8421,His new girlfriend!,surprise,"00:06:52,412","00:06:54,579"
8422,I can’t believe this. Do you think that your parents could help pay for it?,surprise,"00:12:28,164","00:12:30,999"
8423,"I don’t know, my mother spent most of her money on her fourth wedding.",sadness,"00:12:31,208","00:12:36,671"
8424,She’s saving the rest for her divorce.,anger,"00:12:36,839","00:12:39,215"
8425,And any extra cash my father has he saves for his yearly trips to,neutral,"00:12:39,508","00:12:44,220"
8426,Well what happened at dinner?,neutral,"00:12:48,684","00:12:49,934"
8427,My parents spent the money for our wedding!,anger,"00:12:50,102","00:12:52,228"
8428,My God! What did you order?!,surprise,"00:12:53,647","00:12:55,607"
8429,"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness,"00:12:57,026","00:13:05,492"
8430,"Honey, it’s gonna be okay.",neutral,"00:13:06,702","00:13:10,663"
8431,No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,sadness,"00:13:06,702","00:13:14,709"
8432,"No, y’know what?",neutral,"0:13:10,831","0:13:12,843"
8433,It’s gonna be okay.,neutral,"0:13:12,843","0:13:14,757"
8434,I mean you don’t have to have this rustic Italian feast.,neutral,"00:13:14,919","00:13:20,799"
8435,Y’know?,neutral,"00:13:17,922","00:13:20,799"
8436,"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",neutral,"00:13:21,050","00:13:29,432"
8437,"Dr. Geller, there’s a seat over here.",neutral,"00:16:32,783","00:16:35,118"
8438,"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral,"00:16:36,078","00:16:43,835"
8439,"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",neutral,"00:16:38,789","00:16:45,753"
8440,I will sit with you Dr. Geller.,neutral,"00:16:57,599","00:16:59,600"
8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",neutral,"00:17:04,773","00:17:17,118"
8442,"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",sadness,"00:17:18,787","00:17:22,999"
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fear,"00:17:23,208","00:17:30,673"
8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",neutral,"00:17:32,843","00:17:41,976"
8445,I’m Ross!,joy,"00:17:45,189","00:17:46,272"
8446,"I’m divorced, and I have a kid!",joy,"00:17:46,940","00:17:49,776"
8447,I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,joy,"00:17:55,991","00:18:01,871"
8448,"I’m Ted, and I just moved here a month ago, and New York really scares me.",anger,"00:18:04,458","00:18:09,587"
8449,"All right, there you go!",joy,"0:18:09,838","0:18:10,965"
8450,"Yeah, you hang in there Teddy!",anger,"0:18:10,965","0:18:12,819"
8451,"I’m Andrew, and I didn’t pay for this pear.",neutral,"00:18:14,051","00:18:18,471"
8452,"Okay, good-good for you.",joy,"00:18:20,599","00:18:22,391"
8453,"I’m Rhonda,  and these aren’t real!",neutral,"00:18:23,185","00:18:27,438"
8454,"Wow, Rhonda.",surprise,"00:18:31,860","00:18:33,569"
8455,I’m Scott.,neutral,"0:18:35,614","0:18:36,532"
8456,"Yeah, okay, Scott!",neutral,"0:18:36,532","0:18:38,404"
8457,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,fear,"00:18:39,076","00:18:45,248"
8458,So thanks for the warm welcome.,neutral,"00:04:02,492","00:04:04,034"
8459,"It’s good to have you guys on my team, and I come to play.",joy,"0:04:04,327","0:04:07,539"
8460,I hope you do too.,neutral,"0:04:07,539","0:04:08,785"
8461,"Now, let’s go out there and get ‘em!",joy,"00:04:08,957","00:04:11,416"
8463,"And remember, there is no ‘I’ in team.",neutral,"00:04:08,957","00:04:14,211"
8464,"Yes, but there’s two in martini, soo everybody",joy,"00:04:14,462","00:04:18,465"
8465,You! Chuckles! What’s your name?,neutral,"00:04:19,467","00:04:22,302"
8466,"Oh it’s Bing, sir. I’m sorry , I was just ah...",fear,"00:04:22,553","00:04:24,638"
8467,"No-no, I heard what you said, funny.",neutral,"0:04:24,889","0:04:26,308"
8468,I like funny.,joy,"0:04:26,308","0:04:28,332"
8469,"This team is about hard work, but it’s also about having fun.",joy,"00:04:28,559","00:04:31,436"
8470,Good to have you aboard Bing!,joy,"00:04:31,688","00:04:33,689"
8471,Yeah. You won't be able to take it.,neutral,"00:21:45,387","00:21:47,471"
8472,"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",neutral,"00:21:49,182","00:21:52,685"
8473,They're gonna call her Chandler.,neutral,"00:21:52,894","00:21:54,437"
8474,"That's kind of a masculine name, don't you think?",neutral,"00:21:55,397","00:21:58,232"
8475,Works on you.,neutral,"00:21:59,860","00:22:00,901"
8476,"Oh, that is so sweet.",joy,"00:08:50,571","00:08:53,448"
8477,"No, no, ok, you hang up.",joy,"00:08:57,161","00:08:59,246"
8478,"Ok, ok, one, two, three.",joy,"00:09:01,290","00:09:10,966"
8479,Well you didn't hang up either.,joy,"0:09:07,672","0:09:09,234"
8480,She didn't hang up either...,joy,"0:09:09,234","0:09:11,022"
8481,"Ok, no, no, you hang up. You, you, y—",joy,"00:09:15,221","00:09:20,600"
8482,"Ross, hi, it's Rachel.",neutral,"00:14:53,475","00:14:57,145"
8483,"I'm just calling to say that um, everything's fine and I'm really happy for you and your",neutral,"00:14:57,354","00:15:06,070"
8484,"Rach, I got a message from you.",neutral,"00:15:23,213","00:15:24,923"
8485,Oh my God.,surprise,"00:15:25,132","00:15:27,592"
8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",sadness,"00:15:25,132","00:15:32,138"
8489,You're over me?,surprise,"00:15:37,853","00:15:39,729"
8490,Ohhhhhhhh God.,surprise,"00:15:39,980","00:15:41,731"
8491,"Wha... you're uh, you're, you're over me?",surprise,"00:15:41,899","00:15:45,443"
8492,"Ohh, ohh.",sadness,"00:15:47,321","00:15:50,323"
8493,"When, when were you... under me?",surprise,"00:15:47,321","00:15:52,200"
8494,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",neutral,"00:15:55,329","00:16:03,461"
8495,"OK, I need to lie down.",surprise,"00:16:04,463","00:16:05,672"
8496,"Hey! I'm in, they're gonna let me audition!",joy,"00:03:53,316","00:03:55,442"
8497,Really? That's great!,joy,"00:03:55,610","00:03:57,152"
8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",joy,"00:03:57,320","00:04:02,699"
8499,(noticing a kid who has picked up a copy of,neutral,"00:04:04,452","00:04:06,453"
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",joy,"00:04:04,452","00:04:10,540"
8501,"Yeah well, he's not gonna get this one.",joy,"00:04:20,176","00:04:23,804"
8502,Ben is way cuter than that kid.,joy,"00:04:20,176","00:04:25,222"
8503,"I mean look at him, look at you,",disgust,"00:04:23,972","00:04:25,222"
8504,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",neutral,"00:04:32,313","00:04:36,275"
8505,"Joey, you look nothing like Ben.",neutral,"00:04:36,442","00:04:37,943"
8506,I look more like him than you do!,anger,"00:04:39,445","00:04:41,655"
8507,"Y'know, I don't really know you well enough for you to do that.",joy,"00:04:43,950","00:04:47,327"
8508,That really was some of your best work.,joy,"00:21:17,359","00:21:19,777"
8509,"Hm-hmm, I told you!  I can’t believe that I’ve only got two hours before I call in sick for work.",neutral,"00:21:19,987","00:21:26,492"
8510,I have to be up in seven minutes.,neutral,"00:21:31,290","00:21:33,332"
8511,"Well, you’re not gonna believe this, but if you have seven minutes",neutral,"00:21:34,376","00:21:38,546"
8512,Really?!,surprise,"00:21:39,256","00:21:40,840"
8513,Do you wanna?,neutral,"00:21:41,341","00:21:42,758"
8514,Okay! You get the vacuum cleaner and I’ll get the furniture polish!,joy,"00:21:42,968","00:21:46,429"
8515,Oh okay. But y’know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,neutral,"00:05:31,247","00:05:36,126"
8516,Boyfriend?,surprise,"0:05:37,045","0:05:37,887"
8517,No.,neutral,"0:05:37,887","0:05:38,774"
8518,I’m Joey.,neutral,"00:05:38,921","00:05:40,630"
8519,Kristen.,neutral,"00:05:41,299","00:05:42,341"
8520,"Oh wow, what a beautiful name!  What is it again?",joy,"00:05:42,550","00:05:48,347"
8521,Kristen.,neutral,"0:05:49,265","0:05:50,058"
8522,Got it!  So,neutral,"0:05:50,058","0:05:51,837"
8523,"So uh, do you live around here?",neutral,"0:05:52,477","0:05:53,949"
8524,Yeah!,neutral,"0:05:53,949","0:05:54,471"
8525,Yeah!,joy,"0:05:54,471","0:05:54,805"
8526,Right down there.,neutral,"0:05:54,805","0:05:55,349"
8527,Hey listen.. let me give you a little tip.,neutral,"00:05:55,480","00:05:57,314"
8528,Do not take a nap on this stoop  or you can wake up with your shoes gone.,joy,"00:05:57,565","00:06:02,319"
8529,I’ll remember that.,neutral,"00:06:03,363","00:06:04,821"
8530,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",neutral,"00:06:03,363","00:06:09,701"
8531,"Oh I, I have plans tonight.",neutral,"00:06:09,911","00:06:13,080"
8533,But how about tomorrow?,neutral,"00:06:09,911","00:06:13,080"
8534,"Sounds great! Okay, alright, well where does this go?",joy,"00:06:13,289","00:06:15,874"
8535,"You look strong, why don’t I take that and you grab one of the boxes.",neutral,"00:06:16,084","00:06:18,710"
8536,"Okay. Yeah.  Yeah, I’ll grab this one.",neutral,"00:06:18,878","00:06:26,968"
8537,Hey.,neutral,"0:19:01,932","0:19:02,824"
8538,"Listen, um...",neutral,"0:19:02,824","0:19:03,021"
8539,I'm sorry.,sadness,"00:19:08,272","00:19:09,313"
8540,": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",neutral,"00:19:12,609","00:19:21,742"
8541,"That's right, I don't... But I was, I was drunk on you!",sadness,"00:19:26,832","00:19:33,087"
8542,"Okay, yeah, so it's not gonna work.",neutral,"00:19:34,256","00:19:37,049"
8543,"If it was, would you stop hanging out with her?",neutral,"00:19:41,680","00:19:44,473"
8544,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",anger,"00:19:50,397","00:19:57,278"
8545,"You know...  You're gonna be really, really hard to get over.",sadness,"00:20:06,496","00:20:10,625"
8546,"By the way, the week before your wedding you may not see a lot of me.",neutral,"00:14:14,603","00:14:18,690"
8547,"Oh, hello liar.",anger,"00:14:29,201","00:14:31,035"
8548,"Look, I-I’m really sorry I let go of the bike.",sadness,"00:14:33,664","00:14:37,500"
8549,I could’ve been killed I hope you know!,anger,"00:14:37,710","00:14:39,752"
8550,"I know. I know. But, can we please try it again? Huh? I mean, you were",sadness,"00:14:41,714","00:14:49,971"
8551,"Well, I would love to but…the bike got stolen and the police have no suspects.",joy,"00:14:50,180","00:14:56,769"
8552,Phoebe.,neutral,"00:15:03,193","00:15:04,485"
8553,What?!  What the hell?!,anger,"00:15:07,573","00:15:09,449"
8554,"All right, y’know what?",anger,"00:15:10,951","00:15:11,993"
8555,"If you are not going to learn how to ride this bike then I’m sorry, I’m just gonna have to take it back.",anger,"00:15:12,202","00:15:17,707"
8556,What?! Why?!,surprise,"00:15:15,539","00:15:17,707"
8557,"Because! Because, it-it-it’s… It’d be like you having this guitar  and-and never playing it. Okay, this guitar",anger,"00:15:17,875","00:15:30,553"
8558,"All right. If you care enough to make up that load of crap, okay.",anger,"00:15:50,616","00:15:55,119"
8559,Great! Great!  You’re making the bike very happy.,joy,"00:15:55,621","00:16:01,626"
